OID,Date,Species,Habitat,Porte,lat,lon,Month,Day,Year
7233,05/06/2016,Acacia dealbata,Beira de √°gua,AÅrvore ou arbusto,40.01089782,-7.795476643,5,6,2016
7234,05/06/2016,Acacia dealbata,Beira de √°gua,AÅrvore ou arbusto,40.01323189,-7.799459724,5,6,2016
7235,05/06/2016,Acacia dealbata,Beira de √°gua,AÅrvore ou arbusto,40.01074716,-7.794407196,5,6,2016
7236,3/19/2016,Gunnera tinctoria,Berma de estrada/caminho-de-ferro,Erva,37.824983,-25.741733,3,19,2016
7237,3/19/2016,Gunnera tinctoria,Berma de estrada/caminho-de-ferro,Erva,37.82555,-25.7415,3,19,2016
7238,4/20/2016,Acacia dealbata,Eucaliptal,AÅrvore ou arbusto,39.97376409,-8.327400684,4,20,2016
7239,04/09/2016,Datura stramonium,√Å¬Årea agr√≠cola,Erva,38.96040365,-8.518921137,4,9,2016
7240,04/09/2016,Arctotheca calendula,Jardim,Erva,38.95937281,-8.519656062,4,9,2016
7241,04/09/2016,Myriophyllum aquaticum,Beira de √°gua,Erva aquA°tica,38.95552518,-8.528534174,4,9,2016
7242,04/09/2016,Arctotheca calendula,√Å¬Årea agr√≠cola,Erva,38.95430708,-8.532310724,4,9,2016
7243,04/09/2016,Arctotheca calendula,√Å¬Årea agr√≠cola,Erva,38.94204561,-8.551268578,4,9,2016
7244,04/09/2016,Arundo donax,Berma de estrada/caminho-de-ferro,Erva,38.94390019,-8.551944494,4,9,2016
7245,04/09/2016,Arctotheca calendula,Berma de estrada/caminho-de-ferro,Erva,38.94527076,-8.549723625,4,9,2016
7246,04/06/2016,Pittosporum undulatum,Jardim,AÅrvore ou arbusto,38.74102625,-9.179578722,4,6,2016
7247,3/28/2016,Cortaderia selloana,Berma de estrada/caminho-de-ferro,Erva,38.74237145,-9.152116925,3,28,2016
7248,3/28/2016,Cortaderia selloana,Jardim,Erva,38.61665565,-8.080532849,3,28,2016
7249,05/03/2016,Erigeron karvinskianus,Jardim,Erva,38.66654,-27.26881,5,3,2016
7250,05/03/2016,Pittosporum undulatum,Jardim,AÅrvore ou arbusto,38.66654,-27.26881,5,3,2016
7251,05/03/2016,Lantana camara,Terreno Inculto,AÅrvore ou arbusto,38.66785,-27.26904,5,3,2016
7252,05/03/2016,Tradescantia fluminensis,Terreno Inculto,Erva,38.66785,-27.26904,5,3,2016
7253,05/03/2016,Oxalis pes-caprae,√Å¬Årea agr√≠cola,Erva,38.67382,-27.27765,5,3,2016
7254,05/03/2016,Pittosporum undulatum,√Å¬Årea agr√≠cola,AÅrvore ou arbusto,38.67382,-27.27765,5,3,2016
7255,05/05/2016,Arundo donax,Berma de estrada/caminho-de-ferro,Erva,39.4067037,-8.3583055,5,5,2016
7256,05/02/2016,Acacia saligna,Jardim,AÅrvore ou arbusto,37.13112356,-8.006184697,5,2,2016
7257,05/04/2016,Acacia retinodes,Berma de estrada/caminho-de-ferro,AÅrvore ou arbusto,37.2035731,-8.841891289,5,4,2016
7258,05/04/2016,Acacia melanoxylon,Berma de estrada/caminho-de-ferro,AÅrvore ou arbusto,37.25886316,-8.813416958,5,4,2016
7259,05/03/2016,Pittosporum undulatum,Terreno Inculto,AÅrvore ou arbusto,38.67031,-27.27051,5,3,2016
7260,05/03/2016,Pittosporum undulatum,Terreno Inculto,AÅrvore ou arbusto,38.67243,-27.2789,5,3,2016
7261,05/03/2016,Ageratina adenophora,Terreno Inculto,Erva,38.67138,-27.27203,5,3,2016
7262,05/03/2016,Tradescantia fluminensis,Terreno Inculto,Erva,38.67098,-27.27936,5,3,2016
7263,05/03/2016,Ageratina adenophora,Terreno Inculto,Erva,38.67268,-27.2718,5,3,2016
7264,05/03/2016,Pittosporum undulatum,Terreno Inculto,AÅrvore ou arbusto,38.67098,-27.27936,5,3,2016
7265,05/03/2016,Tradescantia fluminensis,Terreno Inculto,Erva,38.67268,-27.2718,5,3,2016
7266,05/03/2016,Lantana camara,Terreno Inculto,AÅrvore ou arbusto,38.67098,-27.27936,5,3,2016
7267,05/03/2016,Lantana camara,Terreno Inculto,AÅrvore ou arbusto,38.67268,-27.2718,5,3,2016
7268,05/03/2016,Lantana camara,Terreno Inculto,AÅrvore ou arbusto,38.67464,-27.27214,5,3,2016
7269,05/03/2016,Lantana camara,Eucaliptal,AÅrvore ou arbusto,38.66583,-27.2775,5,3,2016
7270,05/03/2016,Ageratina adenophora,Terreno Inculto,Erva,38.66583,-27.2775,5,3,2016
7271,05/03/2016,Tradescantia fluminensis,Terreno Inculto,Erva,38.66583,-27.2775,5,3,2016
7272,05/03/2016,Tradescantia fluminensis,Eucaliptal,Erva,38.67643,-27.27342,5,3,2016
7273,05/03/2016,Pittosporum undulatum,Terreno Inculto,AÅrvore ou arbusto,38.66583,-27.2775,5,3,2016
7274,05/03/2016,Pittosporum undulatum,Eucaliptal,AÅrvore ou arbusto,38.67643,-27.27342,5,3,2016
7275,05/03/2016,Tradescantia fluminensis,Terreno Inculto,Erva,38.66537,-27.27613,5,3,2016
7276,05/03/2016,Acacia melanoxylon,Eucaliptal,AÅrvore ou arbusto,38.67599,-27.27547,5,3,2016
7277,05/03/2016,Ageratina adenophora,Eucaliptal,Erva,38.67599,-27.27547,5,3,2016
7278,05/03/2016,Pittosporum undulatum,Terreno Inculto,AÅrvore ou arbusto,38.66537,-27.27613,5,3,2016
7279,05/03/2016,Pittosporum undulatum,Eucaliptal,AÅrvore ou arbusto,38.67599,-27.27547,5,3,2016
7280,05/03/2016,Pittosporum undulatum,Terreno Inculto,AÅrvore ou arbusto,38.66518,-27.27444,5,3,2016
7281,05/03/2016,Tradescantia fluminensis,Eucaliptal,Erva,38.67599,-27.27547,5,3,2016
7282,05/03/2016,Lantana camara,Terreno Inculto,AÅrvore ou arbusto,38.66518,-27.27444,5,3,2016
7283,05/03/2016,Arundo donax,Eucaliptal,Erva,38.67599,-27.27547,5,3,2016
7284,05/03/2016,Ricinus communis,Eucaliptal,AÅrvore ou arbusto,38.67599,-27.27547,5,3,2016
7285,05/03/2016,Ageratina adenophora,Terreno Inculto,Erva,38.66483,-27.27361,5,3,2016
7286,05/03/2016,Pittosporum undulatum,Terreno Inculto,AÅrvore ou arbusto,38.66483,-27.27361,5,3,2016
7287,05/03/2016,Ricinus communis,Eucaliptal,AÅrvore ou arbusto,38.67515,-27.27666,5,3,2016
7288,05/03/2016,Arundo donax,Terreno Inculto,Erva,38.66483,-27.27361,5,3,2016
7289,05/03/2016,Lantana camara,Terreno Inculto,AÅrvore ou arbusto,38.66483,-27.27361,5,3,2016
7290,05/03/2016,Arundo donax,Terreno Inculto,Erva,38.66525,-27.27162,5,3,2016
7291,05/03/2016,Ageratina adenophora,Eucaliptal,Erva,38.67515,-27.27666,5,3,2016
7292,05/03/2016,Pittosporum undulatum,Eucaliptal,AÅrvore ou arbusto,38.67515,-27.27666,5,3,2016
7293,05/03/2016,Pittosporum undulatum,Terreno Inculto,AÅrvore ou arbusto,38.66501,-27.27061,5,3,2016
7294,05/03/2016,Tradescantia fluminensis,√Å¬Årea agr√≠cola,Erva,38.67382,-27.27765,5,3,2016
7295,05/03/2016,Opuntia maxima,Berma de estrada/caminho-de-ferro,Suculenta,38.51060255,-8.854034109,5,3,2016
7296,05/03/2016,Agave americana,Berma de estrada/caminho-de-ferro,Suculenta,38.50945733,-8.851936832,5,3,2016
7297,05/03/2016,Lantana camara,Terreno Inculto,AÅrvore ou arbusto,38.66501,-27.27061,5,3,2016
7298,05/03/2016,Ageratina adenophora,Terreno Inculto,Erva,38.66501,-27.27061,5,3,2016
7299,4/26/2016,Acacia melanoxylon,Berma de estrada/caminho-de-ferro,AÅrvore ou arbusto,37.26407187,-8.810005188,4,26,2016
7300,4/30/2016,Carpobrotus edulis,Duna,Suculenta,37.12861383,-8.629052639,4,30,2016
7301,05/03/2016,Acacia longifolia,Berma de estrada/caminho-de-ferro,AÅrvore ou arbusto,37.47244415,-8.758141994,5,3,2016
7302,05/03/2016,Arundo donax,√Å¬Årea agr√≠cola,Erva,37.47739966,-8.766413927,5,3,2016
7303,05/03/2016,Oxalis pes-caprae,Jardim,Erva,39.40038965,-9.135421002,5,3,2016
7304,05/03/2016,Robinia pseudoacacia,Jardim,AÅrvore ou arbusto,39.40036995,-9.135332129,5,3,2016
7305,05/03/2016,Robinia pseudoacacia,Jardim,AÅrvore ou arbusto,39.4004036,-9.135311047,5,3,2016
7306,05/01/2016,Erigeron karvinskianus,Outro,Erva,41.80816423,-8.415975356,5,1,2016
7307,05/01/2016,Acacia dealbata,Berma de estrada/caminho-de-ferro,AÅrvore ou arbusto,41.84651182,-8.444874818,5,1,2016
7308,05/01/2016,Robinia pseudoacacia,Berma de estrada/caminho-de-ferro,AÅrvore ou arbusto,41.8470936,-8.445156785,5,1,2016
7309,05/01/2016,Acacia melanoxylon,Berma de estrada/caminho-de-ferro,AÅrvore ou arbusto,41.84871219,-8.449012795,5,1,2016
7310,05/01/2016,Acacia dealbata,Berma de estrada/caminho-de-ferro,AÅrvore ou arbusto,41.84134777,-8.475050004,5,1,2016
7311,05/02/2016,Acacia saligna,Terreno Inculto,AÅrvore ou arbusto,37.13179492,-8.008204401,5,2,2016
7312,05/02/2016,Acacia saligna,Terreno Inculto,AÅrvore ou arbusto,37.13319054,-8.000729084,5,2,2016
7313,05/02/2016,Arctotheca calendula,Terreno Inculto,Erva,37.13774921,-7.997333407,5,2,2016
7314,05/02/2016,Erigeron karvinskianus,Outro,Erva,38.6984862,-9.1880511,5,2,2016
7315,05/02/2016,Acacia mearnsii,Berma de estrada/caminho-de-ferro,AÅrvore ou arbusto,38.51328167,-8.861455901,5,2,2016
7316,4/25/2016,Opuntia maxima,Terreno Inculto,Suculenta,37.24550351,-8.044054806,4,25,2016
7317,4/25/2016,Arundo donax,Beira de √°gua,Erva,37.24546081,-8.044492006,4,25,2016
7318,4/25/2016,Agave americana,√Å¬Årea agr√≠cola,Suculenta,37.24728742,-8.042324781,4,25,2016
7319,4/25/2016,Agave americana,Berma de estrada/caminho-de-ferro,Suculenta,37.24313236,-8.061132431,4,25,2016
7320,4/25/2016,Arundo donax,Beira de √°gua,Erva,37.28210213,-8.104908764,4,25,2016
7321,4/25/2016,Opuntia maxima,Outro,Suculenta,37.28657194,-8.103007078,4,25,2016
7322,4/25/2016,Arundo donax,Beira de √°gua,Erva,37.32664858,-8.077220321,4,25,2016
7323,4/25/2016,Acacia dealbata,Terreno Inculto,AÅrvore ou arbusto,37.39591569,-8.028484583,4,25,2016
7324,4/25/2016,Agave americana,Berma de estrada/caminho-de-ferro,Suculenta,37.39823408,-8.027336597,4,25,2016
7325,4/25/2016,Opuntia maxima,Terreno Inculto,Suculenta,37.39857075,-8.027143478,4,25,2016
7326,4/25/2016,Arundo donax,Beira de √°gua,Erva,37.42487172,-8.006844521,4,25,2016
7327,4/25/2016,Ricinus communis,Terreno Inculto,AÅrvore ou arbusto,37.43254973,-7.982307673,4,25,2016
7328,4/25/2016,Opuntia maxima,Berma de estrada/caminho-de-ferro,Suculenta,37.43237881,-7.982577235,4,25,2016
7329,4/25/2016,Opuntia maxima,Berma de estrada/caminho-de-ferro,Suculenta,37.43022388,-7.974368334,4,25,2016
7330,4/25/2016,Opuntia maxima,√Å¬Årea agr√≠cola,Suculenta,37.43940969,-7.918798327,4,25,2016
7331,4/25/2016,Cortaderia selloana,Jardim,Erva,37.441764,-7.918618619,4,25,2016
7332,4/25/2016,Ricinus communis,Terreno Inculto,AÅrvore ou arbusto,37.44246357,-7.91872859,4,25,2016
7333,4/25/2016,Arundo donax,√Å¬Årea agr√≠cola,Erva,37.44395,-7.919822931,4,25,2016
7334,4/25/2016,Agave americana,Jardim,Suculenta,37.44389783,-7.919825613,4,25,2016
7335,4/25/2016,Carpobrotus edulis,Jardim,Suculenta,37.50758645,-7.953044772,4,25,2016
7336,4/25/2016,Opuntia maxima,√Å¬Årea agr√≠cola,Suculenta,37.50444693,-7.952942848,4,25,2016
7337,4/25/2016,Acacia dealbata,Beira de √°gua,AÅrvore ou arbusto,37.47179489,-8.013587594,4,25,2016
7338,4/25/2016,Opuntia maxima,√Å¬Årea agr√≠cola,Suculenta,37.47672276,-8.021543026,4,25,2016
7339,4/25/2016,Arundo donax,Outro,Erva,37.47629704,-8.023452759,4,25,2016
7340,4/25/2016,Opuntia maxima,Berma de estrada/caminho-de-ferro,Suculenta,37.47624596,-8.023774624,4,25,2016
7341,4/25/2016,Acacia dealbata,Beira de √°gua,AÅrvore ou arbusto,37.47646733,-8.02639246,4,25,2016
7342,4/25/2016,Cortaderia selloana,Jardim,Erva,37.50282924,-8.048000336,4,25,2016
7343,4/25/2016,Acacia dealbata,Berma de estrada/caminho-de-ferro,AÅrvore ou arbusto,37.51991665,-8.061647415,4,25,2016
7344,4/25/2016,Opuntia maxima,Terreno Inculto,Suculenta,37.4697055,-7.906285822,4,25,2016
7345,05/01/2016,Cortaderia selloana,Terreno Inculto,Erva,37.08172132,-8.121133447,5,1,2016
7346,05/01/2016,Acacia saligna,Terreno Inculto,AÅrvore ou arbusto,37.08443281,-8.121846914,5,1,2016
7347,4/30/2016,Acacia saligna,Duna,AÅrvore ou arbusto,37.07205521,-8.115844131,4,30,2016
7348,05/01/2016,Cortaderia selloana,Jardim,Erva,37.08113576,-8.115412295,5,1,2016
7349,4/30/2016,Agave americana,Duna,Suculenta,37.0724532,-8.117442727,4,30,2016
7350,05/01/2016,Hedychium gardnerianum,Beira de √°gua,Erva,37.7689509,-25.3191586,5,1,2016
7351,05/01/2016,Acacia melanoxylon,Beira de √°gua,AÅrvore ou arbusto,37.7689509,-25.3191586,5,1,2016
7352,05/01/2016,Acacia dealbata,Terreno Inculto,AÅrvore ou arbusto,41.2797395,-7.4791671,5,1,2016
7353,4/30/2016,Acacia dealbata,Terreno Inculto,AÅrvore ou arbusto,41.535738,-7.593981,4,30,2016
7354,05/01/2016,Ricinus communis,Berma de estrada/caminho-de-ferro,AÅrvore ou arbusto,39.56197447,-8.960367625,5,1,2016
7355,05/01/2016,Arundo donax,Outro,Erva,37.8548577,-25.8390521,5,1,2016
7356,05/01/2016,Agave americana,Outro,Suculenta,37.8605586,-25.8372036,5,1,2016
7357,03/06/2016,Oxalis pes-caprae,Beira de √°gua,Erva,37.18272043,-7.913195193,3,6,2016
7358,03/06/2016,Acacia pycnantha,Berma de estrada/caminho-de-ferro,AÅrvore ou arbusto,37.18271723,-7.91351974,3,6,2016
7359,03/06/2016,Acacia saligna,Beira de √°gua,AÅrvore ou arbusto,37.18555504,-7.913793325,3,6,2016
7360,03/06/2016,Oxalis pes-caprae,Beira de √°gua,Erva,37.18501228,-7.914109826,3,6,2016
7361,03/06/2016,Arundo donax,Beira de √°gua,Erva,37.12761088,-7.889063358,3,6,2016
7362,03/05/2016,Acacia saligna,Terreno Inculto,AÅrvore ou arbusto,37.09433926,-8.138460517,3,5,2016
7363,04/02/2016,Opuntia maxima,Berma de estrada/caminho-de-ferro,Suculenta,37.08610531,-8.041741401,4,2,2016
7364,04/02/2016,Acacia saligna,Jardim,AÅrvore ou arbusto,37.08777927,-8.037443161,4,2,2016
7365,04/02/2016,Agave americana,Berma de estrada/caminho-de-ferro,Suculenta,37.08605614,-8.041809797,4,2,2016
7366,04/02/2016,Ricinus communis,Beira de √°gua,AÅrvore ou arbusto,37.02553752,-7.916185856,4,2,2016
7367,04/02/2016,Arundo donax,Beira de √°gua,Erva,37.02488225,-7.915241718,4,2,2016
7368,04/02/2016,Acacia saligna,Terreno Inculto,AÅrvore ou arbusto,37.04956481,-7.970843911,4,2,2016
7369,04/02/2016,Opuntia maxima,Berma de estrada/caminho-de-ferro,Suculenta,37.04880189,-7.970870733,4,2,2016
7370,04/02/2016,Acacia saligna,Pinhal,AÅrvore ou arbusto,37.06079799,-7.979507446,4,2,2016
7371,04/02/2016,Oxalis pes-caprae,Pinhal,Erva,37.0692178,-7.991215289,4,2,2016
7372,04/02/2016,Opuntia maxima,Pinhal,Suculenta,37.0691618,-7.991019487,4,2,2016
7373,04/02/2016,Agave americana,Pinhal,Suculenta,37.06940393,-7.991668582,4,2,2016
7374,04/02/2016,Arundo donax,Beira de √°gua,Erva,37.06948868,-8.003743887,4,2,2016
7375,04/02/2016,Agave americana,Pinhal,Suculenta,37.07561662,-8.011618853,4,2,2016
7376,04/02/2016,Acacia retinodes,Jardim,AÅrvore ou arbusto,37.07954927,-8.015340418,4,2,2016
7377,05/01/2016,Agave americana,Berma de estrada/caminho-de-ferro,Suculenta,40.65533296,-7.952221018,5,1,2016
7378,04/02/2016,Acacia saligna,Jardim,AÅrvore ou arbusto,37.07899771,-8.01486969,4,2,2016
7379,04/02/2016,Acacia saligna,Berma de estrada/caminho-de-ferro,AÅrvore ou arbusto,37.0799964,-8.016103506,4,2,2016
7380,04/02/2016,Acacia longifolia,√Å¬Årea agr√≠cola,AÅrvore ou arbusto,37.07985114,-8.01630199,4,2,2016
7381,04/02/2016,Cortaderia selloana,√Å¬Årea agr√≠cola,Erva,37.07979137,-8.016218841,4,2,2016
7382,05/01/2016,Hedychium gardnerianum,Outro,Erva,37.7993101,-25.5087063,5,1,2016
7383,04/02/2016,Opuntia maxima,Berma de estrada/caminho-de-ferro,Suculenta,37.08024455,-8.016275167,4,2,2016
7384,04/08/2016,Acacia saligna,Duna,AÅrvore ou arbusto,37.02312022,-7.803656459,4,8,2016
7385,04/08/2016,Carpobrotus edulis,Duna,Suculenta,37.02322924,-7.80456841,4,8,2016
7386,04/08/2016,Oxalis pes-caprae,Duna,Erva,37.02313687,-7.805002928,4,8,2016
7387,4/30/2016,Opuntia maxima,Jardim,Suculenta,42.07434957,-8.487641215,4,30,2016
7388,4/30/2016,Agave americana,Berma de estrada/caminho-de-ferro,Suculenta,37.8462665,-25.2298573,4,30,2016
7389,4/30/2016,Arundo donax,Outro,Erva,37.8484284,-25.2802394,4,30,2016
7390,4/30/2016,Hedychium gardnerianum,Beira de √°gua,Erva,37.8477262,-25.300341,4,30,2016
7391,3/19/2016,Cortaderia selloana,Terreno Inculto,Erva,37.03275925,-7.952336669,3,19,2016
7392,3/19/2016,Arundo donax,Beira de √°gua,Erva,37.03292067,-7.953543663,3,19,2016
7393,3/19/2016,Acacia saligna,Terreno Inculto,AÅrvore ou arbusto,37.03299089,-7.952519059,3,19,2016
7394,3/17/2016,Acacia saligna,Berma de estrada/caminho-de-ferro,AÅrvore ou arbusto,37.0948037,-8.055143058,3,17,2016
7395,3/17/2016,Acacia saligna,Terreno Inculto,AÅrvore ou arbusto,37.0791261,-8.090894222,3,17,2016
7396,3/19/2016,Acacia saligna,Terreno Inculto,AÅrvore ou arbusto,37.03247006,-7.951719761,3,19,2016
7397,3/19/2016,Acacia saligna,Terreno Inculto,AÅrvore ou arbusto,37.02825483,-7.96012044,3,19,2016
7398,3/19/2016,Cortaderia selloana,Jardim,Erva,37.02519015,-7.961123586,3,19,2016
7399,3/19/2016,Opuntia maxima,Terreno Inculto,Suculenta,37.02326786,-7.959806621,3,19,2016
7400,3/19/2016,Agave americana,Terreno Inculto,Suculenta,37.023283,-7.959468663,3,19,2016
7401,3/19/2016,Acacia pycnantha,Terreno Inculto,AÅrvore ou arbusto,37.02253723,-7.959144115,3,19,2016
7402,3/19/2016,Opuntia maxima,Terreno Inculto,Suculenta,37.02237218,-7.958030999,3,19,2016
7403,3/19/2016,Opuntia maxima,Beira de √°gua,Suculenta,37.02264475,-7.957325578,3,19,2016
7404,3/19/2016,Carpobrotus edulis,Beira de √°gua,Suculenta,37.02254102,-7.957194149,3,19,2016
7405,3/19/2016,Oxalis pes-caprae,Beira de √°gua,Erva,37.02235552,-7.956767678,3,19,2016
7406,3/19/2016,Carpobrotus edulis,Beira de √°gua,Suculenta,37.02195576,-7.955356836,3,19,2016
7407,3/19/2016,Opuntia maxima,Beira de √°gua,Suculenta,37.02416702,-7.955474854,3,19,2016
7408,3/19/2016,Carpobrotus edulis,√Å¬Årea agr√≠cola,Suculenta,37.02425286,-7.957896888,3,19,2016
7409,3/19/2016,Arundo donax,√Å¬Årea agr√≠cola,Erva,37.02414838,-7.958661318,3,19,2016
7410,4/30/2016,Arundo donax,Outro,Erva,37.7203625,-25.4750212,4,30,2016
7411,3/19/2016,Opuntia maxima,√Å¬Årea agr√≠cola,Suculenta,37.02489082,-7.958393097,3,19,2016
7412,3/19/2016,Oxalis pes-caprae,Beira de √°gua,Erva,37.02525057,-7.956730127,3,19,2016
7413,4/30/2016,Arundo donax,Beira de √°gua,Erva,37.7171507,-25.5125806,4,30,2016
7414,3/19/2016,Arundo donax,Terreno Inculto,Erva,37.02802468,-7.955217361,3,19,2016
7415,3/19/2016,Oxalis pes-caprae,Terreno Inculto,Erva,37.02817155,-7.955826223,3,19,2016
7416,04/08/2016,Oxalis pes-caprae,Jardim,Erva,37.02129024,-7.805615813,4,8,2016
7417,04/08/2016,Carpobrotus edulis,Duna,Suculenta,37.0208458,-7.805483043,4,8,2016
7418,04/08/2016,Acacia saligna,Duna,AÅrvore ou arbusto,37.02099723,-7.805542052,4,8,2016
7419,04/08/2016,Acacia saligna,Jardim,AÅrvore ou arbusto,37.02156054,-7.805257738,4,8,2016
7420,04/05/2016,Arctotheca calendula,Duna,Erva,36.97750677,-7.866044641,4,5,2016
7421,4/30/2016,Arundo donax,Duna,Erva,37.7513522,-25.6263435,4,30,2016
7422,04/05/2016,Carpobrotus edulis,Duna,Suculenta,36.97749768,-7.865937352,4,5,2016
7423,04/05/2016,Agave americana,Duna,Suculenta,36.97701814,-7.865712047,4,5,2016
7424,04/05/2016,Acacia saligna,Duna,AÅrvore ou arbusto,36.97706132,-7.865564525,4,5,2016
7425,4/30/2016,Carpobrotus edulis,Beira de √°gua,Suculenta,37.7507664,-25.6184136,4,30,2016
7426,04/05/2016,Carpobrotus edulis,Jardim,Suculenta,36.97664768,-7.865470648,4,5,2016
7427,04/05/2016,Oxalis pes-caprae,Jardim,Erva,36.97578024,-7.864027619,4,5,2016
7428,04/05/2016,Acacia saligna,Berma de estrada/caminho-de-ferro,AÅrvore ou arbusto,36.97597495,-7.863121033,4,5,2016
7429,4/30/2016,Oxalis pes-caprae,Jardim,Erva,41.1216557,-8.6142143,4,30,2016
7430,04/05/2016,Carpobrotus edulis,Duna,Suculenta,36.97570676,-7.862273455,4,5,2016
7431,04/05/2016,Acacia saligna,Berma de estrada/caminho-de-ferro,AÅrvore ou arbusto,36.99336568,-7.840724587,4,5,2016
7432,04/05/2016,Carpobrotus edulis,Duna,Suculenta,36.99206897,-7.841757238,4,5,2016
7433,04/05/2016,Arundo donax,Duna,Erva,36.99189931,-7.841438055,4,5,2016
7434,04/05/2016,Acacia saligna,Duna,AÅrvore ou arbusto,36.99509029,-7.8409338,4,5,2016
7435,04/05/2016,Carpobrotus edulis,Duna,Suculenta,36.99369212,-7.842046916,4,5,2016
7436,4/30/2016,Agave americana,√Å¬Årea agr√≠cola,Suculenta,37.7447813,-25.5934757,4,30,2016
7437,4/30/2016,Cortaderia selloana,Jardim,Erva,41.12163865,-8.61384197,4,30,2016
7438,4/28/2016,Cortaderia selloana,√Å¬Årea agr√≠cola,Erva,42.0662899,-8.4165433,4,28,2016
7439,4/22/2016,Acacia saligna,Berma de estrada/caminho-de-ferro,AÅrvore ou arbusto,37.95993726,-8.858907223,4,22,2016
7440,4/22/2016,Acacia longifolia,Eucaliptal,AÅrvore ou arbusto,37.98006758,-8.839390129,4,22,2016
7441,4/22/2016,Agave americana,√Å¬Årea agr√≠cola,Suculenta,37.97980542,-8.83979246,4,22,2016
7442,4/22/2016,Opuntia maxima,√Å¬Årea agr√≠cola,Suculenta,37.97979326,-8.839598,4,22,2016
7443,4/22/2016,Arundo donax,Berma de estrada/caminho-de-ferro,Erva,38.03932693,-8.801883459,4,22,2016
7444,4/22/2016,Arundo donax,Berma de estrada/caminho-de-ferro,Erva,38.06931266,-8.783293068,4,22,2016
7445,4/22/2016,Carpobrotus edulis,Pinhal,Suculenta,38.07514839,-8.800161481,4,22,2016
7446,4/22/2016,Acacia saligna,Berma de estrada/caminho-de-ferro,AÅrvore ou arbusto,38.07659841,-8.799823523,4,22,2016
7447,4/22/2016,Carpobrotus edulis,Duna,Suculenta,38.08038405,-8.808503151,4,22,2016
7448,4/22/2016,Acacia saligna,Duna,AÅrvore ou arbusto,38.08082742,-8.808943033,4,22,2016
7449,4/29/2016,Arctotheca calendula,√Å¬Årea agr√≠cola,Erva,40.3137249,-8.7534316,4,29,2016
7450,4/29/2016,Arundo donax,Berma de estrada/caminho-de-ferro,Erva,38.7767861,-9.1229607,4,29,2016
7451,4/27/2016,Arundo donax,Terreno Inculto,Erva,38.65807,-27.29032,4,27,2016
7452,4/27/2016,Agave americana,Terreno Inculto,Suculenta,38.65987,-27.29326,4,27,2016
7453,4/27/2016,Carpobrotus edulis,Terreno Inculto,Suculenta,38.65987,-27.29326,4,27,2016
7454,4/27/2016,Tradescantia fluminensis,√Å¬Årea agr√≠cola,Erva,38.66292,-27.29571,4,27,2016
7455,4/27/2016,Ageratina adenophora,Beira de √°gua,Erva,38.66641,-27.29985,4,27,2016
7456,4/27/2016,Erigeron karvinskianus,Beira de √°gua,Erva,38.66641,-27.29985,4,27,2016
7457,4/27/2016,Arundo donax,Beira de √°gua,Erva,38.66641,-27.29985,4,27,2016
7458,4/27/2016,Erigeron karvinskianus,Beira de √°gua,Erva,38.6713,-27.3029,4,27,2016
7459,4/27/2016,Ageratina adenophora,Beira de √°gua,Erva,38.6713,-27.3029,4,27,2016
7460,4/27/2016,Ageratina adenophora,Beira de √°gua,Erva,38.67376,-27.30226,4,27,2016
7461,4/27/2016,Arundo donax,Terreno Inculto,Erva,38.67596,-27.3036,4,27,2016
7462,4/27/2016,Pittosporum undulatum,Terreno Inculto,AÅrvore ou arbusto,38.67644,-27.30329,4,27,2016
7463,4/27/2016,Ipomoea indica,Terreno Inculto,Trepadeira,38.67672,-27.30267,4,27,2016
7464,4/27/2016,Arundo donax,Terreno Inculto,Erva,38.67715,-27.30182,4,27,2016
7465,4/27/2016,Pittosporum undulatum,Terreno Inculto,AÅrvore ou arbusto,38.67715,-27.30182,4,27,2016
7466,4/27/2016,Ipomoea indica,Terreno Inculto,Trepadeira,38.67715,-27.30182,4,27,2016
7467,4/27/2016,Tradescantia fluminensis,Terreno Inculto,Erva,38.67768,-27.30142,4,27,2016
7468,4/27/2016,Agave americana,Jardim,Suculenta,38.67768,-27.30142,4,27,2016
7469,4/27/2016,Pittosporum undulatum,Beira de √°gua,AÅrvore ou arbusto,38.6785,-27.29951,4,27,2016
7470,4/27/2016,Ricinus communis,Beira de √°gua,AÅrvore ou arbusto,38.6785,-27.29951,4,27,2016
7471,4/27/2016,Arundo donax,Beira de √°gua,Erva,38.6785,-27.29951,4,27,2016
7472,4/27/2016,Erigeron karvinskianus,Beira de √°gua,Erva,38.6785,-27.29951,4,27,2016
7473,4/27/2016,Ageratina adenophora,Beira de √°gua,Erva,38.6785,-27.29951,4,27,2016
7474,4/27/2016,Pittosporum undulatum,Jardim,AÅrvore ou arbusto,38.67845,-27.29929,4,27,2016
7475,4/27/2016,Erigeron karvinskianus,Jardim,Erva,38.67845,-27.29929,4,27,2016
7476,4/27/2016,Pittosporum undulatum,Jardim,AÅrvore ou arbusto,38.67629,-27.29563,4,27,2016
7477,4/27/2016,Agave americana,Terreno Inculto,Suculenta,38.67629,-27.29563,4,27,2016
7478,4/27/2016,Ageratina adenophora,Beira de √°gua,Erva,38.67465,-27.29301,4,27,2016
7479,4/27/2016,Pittosporum undulatum,Beira de √°gua,AÅrvore ou arbusto,38.67465,-27.29301,4,27,2016
7480,4/27/2016,Arundo donax,Beira de √°gua,Erva,38.67465,-27.29301,4,27,2016
